,0
0,0.4450492867155766
1,0.45538463321084416
2,0.4419723685003522
3,0.4452071113480019
4,0.43723865279942725
5,0.40899406284138057
6,0.41396451549094365
7,0.407573942111857
8,0.40142010568140835
9,0.40284022641093203
10,0.40157793031383376
11,0.4037869936281014
12,0.4127021592013845
13,0.39794868607758166
14,0.40323472779953445
15,0.3985798642223612
16,0.3894280218929009
17,0.3895068740166527
18,0.3986587765385739
19,0.40465484852905803
20,0.4072583530394673
21,0.4041025827004911
22,0.4165680200013529
23,0.4147534580756877
24,0.42098620682234894
25,0.4306903149803762
26,0.43400390995177757
27,0.43739641723939165
28,0.4397633051860846
29,0.44299804803373427
30,0.45009859148889136
31,0.46035502566794634
32,0.4559368990394111
33,0.4488362953917931
34,0.45483236738227734
35,0.4596449352069541
36,0.4665877744146077
37,0.47147925455549716
38,0.47313611223365876
39,0.4700591940184344
40,0.4598816721555921
41,0.4583826391098558
42,0.47889544727550487
43,0.4721104327002767
44,0.4600394365955565
45,0.4579881377212534
46,0.4579881377212534
47,0.4705325475307886
48,0.4699802817022218
49,0.45167653685084036
50,0.45885599262221005
51,0.46761339375552885
52,0.4798422144926742
53,0.4829980450241112
54,0.5003550226583233
55,0.5066666837211973
56,0.5033530285573349
57,0.514950671149701
58,0.5085601579630752
59,0.5044575602144687
60,0.5011439652430674
61,0.5131361092240356
62,0.5376726028220784
63,0.5472189465401411
64,0.5600788852296053
65,0.5373570137496886
66,0.56252462530005
67,0.5553451695286802
68,0.5739645034524514
69,0.5614200936429163
70,0.5832741704143372
71,0.5831163457819117
72,0.5795660740543331
73,0.5826429922695575
74,0.5731755608677074
75,0.548323478197275
76,0.5682840205343571
77,0.559368854961074
78,0.5703353194086602
79,0.5755423886219395
80,0.6008678248047263
81,0.5957396077151988
82,0.602998035995242
83,0.5995266163914152
84,0.5774358628638174
85,0.5560551997972116
86,0.5592899426448612
87,0.5438264392525269
88,0.5559763476734598
89,0.5538461364829439
90,0.5456410011781923
91,0.5589743535724714
92,0.5468244451515387
93,0.5420907294506137
94,0.5574753205267353
95,0.5892701822123605
96,0.5742800925248412
97,0.5708875852372273
98,0.5677317547057903
99,0.5585010000601172
100,0.5692307877515264
101,0.5644970118581405
102,0.5769625093514632
103,0.5788559835933409
104,0.5886390642600416
105,0.5952662542028446
106,0.5881656505552266
107,0.5879289737990494
108,0.6194082464122848
109,0.6175147721704071
110,0.6111242589837813
111,0.5921893359876202
112,0.6012623261933288
113,0.5920315715476558
114,0.5750690351095853
115,0.5659960449038768
116,0.5805916933952544
117,0.5652860146353456
118,0.5536094597267669
119,0.5476923000524954
120,0.551479308728712
121,0.5453254121058024
122,0.5308875882468502
123,0.5502169524391527
124,0.5646548364905659
125,0.5684417849743215
126,0.573333325307672
127,0.57751477518003
128,0.5749901227933727
129,0.5531361062144127
130,0.5607100633743849
131,0.5482445658810622
132,0.5400394305763105
133,0.5457988258106174
134,0.5728599717953178
135,0.5854043214123921
136,0.5801183398829002
137,0.5837475239266914
138,0.5982643202943172
139,0.5940828102294982
140,0.6250887293303793
141,0.6239841976732454
142,0.6067849844789979
143,0.6128599687856946
144,0.6182248626313993
145,0.6322682452942099
146,0.622800753699899
147,0.6435502988141859
148,0.637238637751312
149,0.6402367038427845
150,0.6168835940256274
151,0.6493885461722448
152,0.6570414156484297
153,0.6552267935303038
154,0.6692702363855751
155,0.6778698128864686
156,0.6859171235587951
157,0.6959368809816728
158,0.685364857730228
159,0.6502564010732015
160,0.6803155529569134
161,0.6421301780846624
162,0.6394477010655797
163,0.6353451635094343
164,0.641183410867493
165,0.6679289677798035
166,0.6758974263283781
167,0.66619325797789
168,0.6388165831132611
169,0.637790903579879
170,0.6660354935379256
171,0.6563313251874374
172,0.6751084837436341
173,0.6927810504502359
174,0.6864693893873619
175,0.703274161385468
176,0.7011439501949521
177,0.7054832246997356
178,0.7140828012006291
179,0.7278106549835106
180,0.7363313793606523
181,0.7345167572425262
182,0.7462721642748567
183,0.7502958497072503
184,0.7622879334957577
185,0.7663116189281514
186,0.749585759246258
187,0.7653648517109821
188,0.7685206822424191
189,0.7424063034748882
190,0.7260749451815973
191,0.7192899306063691
192,0.7513214690481713
193,0.7783826150328714
194,0.7966863598842528
195,0.8125443646651895
196,0.8166469022213352
197,0.8368441815070553
198,0.8171992282423628
199,0.8265877473280003
200,0.8089151806213983
201,0.8149901047356345
202,0.8336094386594055
203,0.8341617044879726
204,0.8560946333831452
205,0.8944378328878213
206,0.8771597073773612
207,0.885522727506999
208,0.859802729743149
209,0.8804733023487625
210,0.8485995885393856
211,0.855621279870791
212,0.8575148143051297
213,0.8303747560042167
214,0.8108086548632762
215,0.853727805628913
216,0.9338067119258795
217,0.903984236798345
218,0.8811834530022156
219,0.9127416379316637
220,0.9211833898001316
221,0.913451668200195
222,0.910295897861219
223,0.9024852037526088
224,0.9239447791354272
225,0.8889151746021522
226,0.9114792816421045
227,0.9197633292630689
228,0.9241026037678524
229,0.9072978317697464
230,0.9506903360477374
231,0.954477284531493
232,0.9506903360477374
233,0.9573175259905402
234,0.9856409680723388
235,1.0
236,0.9667849573923903
237,0.9238658066267535
238,0.9250493107925608
239,0.9680473136819494
240,0.9874556503829257
241,0.9829585512457168
242,0.9421696116705958
243,0.9189743264858641
244,0.881577954390818
245,0.8746351151831646
246,0.8937278026192901
247,0.8695858104098497
248,0.8359763266060984
249,0.845049316811807
250,0.8299013422994017
251,0.8403155409184211
252,0.8156212828804139
253,0.8502563860250862
254,0.8256410403032919
255,0.8272189254727798
256,0.7996055136595128
257,0.7760946394023913
258,0.7705719811167222
259,0.7773569956919504
260,0.7416173608901442
261,0.7364102314844041
262,0.7244181476958966
263,0.742721892547278
264,0.7443786900329787
265,0.7354635244596957
266,0.730650896442558
267,0.7409861827453645
268,0.7497435838786835
269,0.7955029761033674
270,0.7462721642748567
271,0.7471400191758133
272,0.7518737348767384
273,0.7644181446862734
274,0.7482445508329472
275,0.7472978438082385
276,0.702248481852086
277,0.7000394185378183
278,0.6861538605074331
279,0.6687179103645473
280,0.6635897534674808
281,0.6391321119931899
282,0.6283234721780289
283,0.6178303612427969
284,0.6173570077304424
285,0.5910058920142738
286,0.5514003964124992
287,0.5957396077151988
288,0.5985009970504942
289,0.6333727769513438
290,0.6841025616331298
291,0.6607495120084337
292,0.6557790593588706
293,0.6727415957969411
294,0.6643786960522249
295,0.5889546533324315
296,0.6220118111151549
297,0.5996055287076281
298,0.5619723594714832
299,0.5595266194010384
300,0.5076923030621183
301,0.515424084854516
302,0.513057196907823
303,0.49964499238979193
304,0.43203152339368706
305,0.45861931586603294
306,0.43550294299751385
307,0.4060749692585816
308,0.3966074776642707
309,0.41577907741660886
310,0.39755424488144003
311,0.35652856835768104
312,0.36757394512148006
313,0.3370414096291836
314,0.3319921048558688
315,0.3231558215025679
316,0.36402367339390146
317,0.3501380551710553
318,0.362840229420555
319,0.32465482445207366
320,0.3716765428700864
321,0.33562128889966003
322,0.3005917144626156
323,0.2999605363178361
324,0.31360947778450515
325,0.28702168531215927
326,0.2606705996922209
327,0.27542407281602377
328,0.26019724617986667
329,0.25648914981986276
330,0.25554241269892386
331,0.226824469228523
332,0.2355818402656113
333,0.2729783026493486
334,0.244733712691302
335,0.2728993903331359
336,0.2695069131417523
337,0.2259566143275663
338,0.20599604189425375
339,0.20599604189425375
340,0.181065077003839
341,0.16102565244677464
342,0.1900591548933348
343,0.17514791732956747
344,0.18201184422100836
345,0.22138066306660575
346,0.21364891137043862
347,0.19936882185522042
348,0.20670610225901553
349,0.18958580138098058
350,0.1946351061542954
351,0.1745167692810184
352,0.16591716268389456
353,0.136331364312537
354,0.15021695243915278
355,0.1674161656334004
356,0.16426036519819381
357,0.2071794858676002
358,0.21759368448661964
359,0.23897434755322539
360,0.24615383342082559
361,0.20930966696188563
362,0.19992108768378736
363,0.19794870112569685
364,0.18603549955717158
365,0.20118344397334648
366,0.203155830531437
367,0.21491123756376734
368,0.1916370701590533
369,0.2026824469228523
370,0.20560157060188172
371,0.2291124147627729
372,0.21798815577899167
373,0.19250492506001
374,0.2017357098019134
375,0.20568048291809438
376,0.2094674614980805
377,0.19321498542477183
378,0.195266284299075
379,0.19581855012764188
380,0.21404338266281064
381,0.21207099610472013
382,0.2105719931552143
383,0.19944773417143308
384,0.19684416946856303
385,0.21246546739709216
386,0.18240631551338038
387,0.16899408089911888
388,0.188954623236201
389,0.18785009157906718
390,0.1816962551486186
391,0.1933727799609667
392,0.20583824735805883
393,0.22311637286851915
394,0.21988166011709992
395,0.1880078861152621
396,0.1990532628790611
397,0.21822486263139923
398,0.20078894258474406
399,0.20994081501043477
400,0.20528598152949196
401,0.20370809636000392
402,0.18319525809812442
403,0.21199211388473793
404,0.2094674614980805
405,0.21404338266281064
406,0.22808679542185173
407,0.22351084416089112
408,0.2472583650779594
409,0.25159763958274284
410,0.2693491186055574
411,0.2695857953617345
412,0.25577908945510097
413,0.2692702062893447
414,0.25759368147699657
415,0.22611440886376122
416,0.23589742933800106
417,0.22966468059133976
418,0.263668635687463
419,0.2693491186055574
420,0.2596449803512998
421,0.25159763958274284
422,0.2545167632617723
423,0.2740039520865002
424,0.2588560076703253
425,0.2574358869408017
426,0.264457578272207
427,0.27810651973887607
428,0.2744773055988544
429,0.290493104915986
430,0.2930177573026434
431,0.3061932850644974
432,0.30098618575498765
433,0.3046153697987789
434,0.29988165409785383
435,0.28915186640644464
436,0.30879684976736743
437,0.312347121494946
438,0.32552267935303036
439,0.3203155800435207
440,0.3270216823025362
441,0.33065089644255785
442,0.3405917114529926
443,0.3555029490167599
444,0.3644181145900431
445,0.38374753897480657
446,0.38532542414429455
447,0.36725835604909024
448,0.3895857863328654
449,0.3866666325576055
450,0.3830374485138143
451,0.396765302296696
452,0.4060749692585816
453,0.41388560317473094
454,0.40702167628329017
455,0.3953451815671724
456,0.40165678243758557
457,0.40646941045472323
458,0.4081262079404239
459,0.3933727950090819
460,0.37593690505865723
461,0.39029587679385763
462,0.3865877804338537
463,0.39802759839379426
464,0.3912425838185661
465,0.407573942111857
466,0.39424064991003865
467,0.3902169644776449
468,0.3733333403557871
469,0.35282053219013804
470,0.34635107659106923
471,0.3242603531597017
472,0.3295463346891936
473,0.3249704135244635
474,0.3263116219377744
475,0.3276528604473158
476,0.3452465449339354
477,0.36331358293290933
478,0.3716765428700864
479,0.3750690501577005
480,0.3777514669843223
481,0.3938461485214361
482,0.4022879605823651
483,0.4061538213823334
484,0.3988165409785383
485,0.3723865731386177
486,0.4006311630966644
487,0.4131755127137387
488,0.4277712213975771
489,0.43353055643942334
490,0.4432347247899114
491,0.4378698309442068
492,0.42808675027750603
493,0.4273767200089747
494,0.41917158470422294
495,0.42256409199183703
496,0.4272189555690103
497,0.4187771435080813
498,0.4040236703842785
499,0.4184615544356916
500,0.4359762965098681
501,0.42603551159566383
502,0.432820526170892
503,0.43337279199945894
504,0.41412227993090805
505,0.4127810715175972
506,0.41956608609282536
507,0.421775149407093
508,0.3970019790528731
509,0.38185406473292866
510,0.38130179890436183
511,0.377041436715791
512,0.37467454876909806
